Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date,_Review
Misc,DAME MR,m,2941.4520,397551,980120S0043,WIA. QUADUG 1/0,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,RATED 1000R,m,1890.3280,950281,980120S4009,WIA. TRIUG 2-2-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,1000R,m,3412.2510,85315,98012059645,WIA. TRIUG 4/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,WAKEFOREST MR,m,4875.7640,285277,980120S0067,WIA. QUADUG 4/0,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,1000R,m,3784.5660,300672,98012059650,WIA. TRIUG 4/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MR,m,3425.3590,300675,980120S0050,WIA. TRIUG 4/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,RATED MR,m,1433.0920,1206489,980120S4006,WIA. TRIUG 4-4-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,2-2-2-4 ALUM MBL HM,m,2036.0290,66572,980120S0035,WIA. MHF 2-2-2-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,TRIPLE RATED 500R,m,3720.5540,128885,SON00266617,WIA. TRIUG 4/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,RATED 500R,m,1850.2080,217143,SON00295789,WIA. TRIUG 2-2-,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,SOU 58340802 (G80-729) EZ-I,m,1921.1640,1090337,032886S0136,WIC. MCPVCA 14/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,WHT GRN 350C SIMPULL COILPA,m,1090.2020,954923,3288694137,WIC. 58453303 1,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,SOU 30161403 4/0-2/0 USE2-R,m,4212.6100,40265,3288657906,WIA. MHF 4/0-4/,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,.400X1.300UF CBL STRAP,m,184.6890,1155716,9847820500,SBMP UF-2050,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,RG6 STAPLES,m,35.4770,298049,9847810200,SBMP CC-1020,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,2NAIL 1/2W 2-STACK NM STRAP,m,66.2040,298052,9847815882,SBMP RA-1588/2,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,2NAIL 1/2W 3-STACK NM STRAP,m,80.7430,298055,9847815883,SBMP RA-1588/3,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,2NAIL 1/2W 4-STACK NM STRAP,m,95.2830,298058,9847815884,SBMP RA-1588/4,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,1NAIL .242 COAX STRAP,m,38.2060,45808,9847810100,SBMP CC-1010,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,STAPLE INSULATED,m,48.0270,549945,7521809513,VIK C702514 (IN,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MR,m,40789.8230,1703342,S4097000000,WINWIR 10/42C S,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MR,m,40789.8230,1703345,S4097000001,WINWIR 10/42C S,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MR,m,37860.8440,1703346,S4097000002,WINWIR 10/42C S,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MR,m,37860.8440,1703347,S4097000003,WINWIR 10/42C S,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MR,m,37860.8440,1703348,S4097000004,WINWIR 10/42C S,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MR,m,37860.8440,1703349,S4097000005,WINWIR 10/42C S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,8 SOLID THWT GREEN,m,1239.8370,301885,980100S1041,WIC. THWT 8 SOL,2026-08-25,UOM=m but description doesn't match wire keywords
