Book,Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date
Premium Contractor,Fittings,"TC 5351 3/8"" INSUL 90 DEG T",ea,13.6704,85694,78621005351,T&B 5351,2026-08-25
Premium Contractor,Fittings,BB ADR21 AL CONN 2/0-14 AWG,ea,2.0454,230790,78378661008,BLKBRN ADR21,2026-08-25
Premium Contractor,Fittings,SC OWSWINGEAR OLD WORK SWIN,ea,6.5654,346579,78599104044,STL-CTY OW-SWIN,2026-08-25
Premium Contractor,Conduit & Raceway,SS CPC400 4IN COBRA (4.126,ea,14.2811,231122,61601310716,S-STRUT CPC400,2026-08-25
Premium Contractor,Fittings,OC GUAT36G 1 OCAL GUAT36 GR,ea,332.0423,346595,70450838596,OCAL GUAT36-G,2026-08-25
Premium Contractor,Fittings,SK RB2573 FULLY INS NYL FEM,ea,0.5630,86000,78621085680,T&B RB2573,2026-08-25
Premium Contractor,Fittings,TC 5262 RING SEALING 1/2 RU,ea,3.2919,86032,78621005262,T&B 5262,2026-08-25
Premium Contractor,Boxes,1G 24.5 CU IN ZIP BOX W/FLA,ea,2.4084,1302040,3448102037,CARLON B125AB,2026-08-25
Premium Contractor,Boxes,2G 48.2 CU IN ZIP BOX W/FLA,ea,10.5871,1302041,3448102038,CARLON B249B,2026-08-25
Premium Contractor,Boxes,4X4X2 PVC JCT BOX,ea,14.8450,349078,3448106681,CARLON E989NNJ,2026-08-25
Premium Contractor,Fittings,"TC 2921 1/2"" RANGER CORD CO",ea,13.3537,86360,78621002921,T&B 2921,2026-08-25
Premium Contractor,Fittings,"TC 5353 3/4"" INSUL 90 DEGRE",ea,21.1728,86482,78621005353,T&B 5353,2026-08-25
Premium Contractor,Fittings,KD B9101/4 CHANNEL NUTS,ea,5.5309,235846,78599175579,STL-CTY B9101/4,2026-08-25
Premium Contractor,Fittings,"TC 5265 RING,SEALING-1-1/4",ea,8.6162,86711,78621005265,T&B 5265,2026-08-25
Premium Contractor,Fittings,"TC 5354 1"" INSUL 90 DEGREE",ea,38.7675,86718,78621005354,T&B 5354,2026-08-25
Premium Contractor,Fittings,"TC 5266 RING,SEALING 1 1/2",ea,10.3743,86885,78621005266,T&B 5266,2026-08-25
Premium Contractor,Fittings,1/2 INSUL 90 DEGREE LIQ TIG,ea,13.9787,1898015,78621035783,T&B 5352-TB,2026-08-25
Premium Contractor,Boxes,"LC ALB1 1/2"" RIGID LB CONDU",ea,6.8831,108119,4226931810,R-DOT ALB-1,2026-08-25
Premium Contractor,Fittings,"TC 5355 1 1/4"" INSUL 90 DEG",ea,66.3513,86983,78621005355,T&B 5355,2026-08-25
Premium Contractor,Boxes,"LC ALB2 3/4"" RIGID LB CONDU",ea,7.8764,108124,4226931815,R-DOT ALB-2,2026-08-25
Premium Contractor,Boxes,"LC ALB3 1"" RIGID LB CONDUIT",ea,12.8176,108125,4226931820,R-DOT ALB-3,2026-08-25
Premium Contractor,Boxes,"LC ALB4 1 1/4"" RIGID LB CON",ea,19.2569,108126,4226931825,R-DOT ALB-4,2026-08-25
Premium Contractor,Boxes,"LC AT1 1/2"" RIGID T CONDUIT",ea,10.5275,108185,4226932710,R-DOT AT-1,2026-08-25
Premium Contractor,Conduit & Raceway,"LC BLB2 3/4"" EMT LB CONDUIT",ea,12.3751,108200,4226933315,R-DOT BLB-2,2026-08-25
Premium Contractor,Conduit & Raceway,"LC BLB3 1"" EMT LB CONDUIT B",ea,18.6867,108202,4226933320,R-DOT BLB-3,2026-08-25
Premium Contractor,Boxes,LC SCV3 STAMPED COVER FOR 1,ea,2.9718,108231,4226940080,R-DOT SCV-3,2026-08-25
Premium Contractor,Boxes,LC SCV4 STAMPED COVER FOR 1,ea,4.3689,108232,4226940085,R-DOT SCV-4,2026-08-25
Premium Contractor,Fittings,"TC 5356 1 1/2"" INSUL 90 DEG",ea,84.2827,87141,78621005356,T&B 5356,2026-08-25
Premium Contractor,Boxes,4/0CEILBX W/AJHGR,ea,6.3397,131534,3448101264,CARLON B620HG-U,2026-08-25
Premium Contractor,Fittings,"TC 5268 RING,SEALING 2 1/2",ea,29.2267,87331,78621005268,T&B 5268,2026-08-25
Premium Contractor,Fittings,"TC 5357 2"" INSUL 90 DEGREE",ea,121.0591,87499,78621005357,T&B 5357,2026-08-25
Premium Contractor,Boxes,1 GANG LOW VOLTAGE ADD-ON B,ea,3.8972,1590566,3448119409,CARLON SC100SCR,2026-08-25
Premium Contractor,Conduit & Raceway,SS CPC200 2 COBRA (1.980 -,ea,5.7306,61047,61601310708,S-STRUT CPC200,2026-08-25
Premium Contractor,Conduit & Raceway,SS CPC100 1IN COBRA (1.100-,ea,4.9924,61051,61601310702,S-STRUT CPC100,2026-08-25
Premium Contractor,Fittings,2IN STD 22-1/2D ELL,ea,6.4950,87699,3448122526,CARLON UA5AJ,2026-08-25
Premium Contractor,Boxes,1IN PVC BOX ADPT,ea,1.4988,61242,3448106263,CARLON E996F,2026-08-25
Premium Contractor,Boxes,4X1-1/2 BASE SPACER,ea,2.0161,61413,3448100433,CARLON S288NHN,2026-08-25
Premium Contractor,Fittings,OC LR27G 3/4 OCAL LR27 GRAY,ea,115.2370,360791,70450839380,OCAL LR27-G,2026-08-25
Premium Contractor,Fasteners,4G SWBX W/NAIL&CLP,ea,9.1973,88051,3448102061,CARLON B455A-UP,2026-08-25
Premium Contractor,Fittings,OC EYS21G 3/4 OCAL EYS21 GR,ea,155.0519,133115,70450837364,OCAL EYS21-G,2026-08-25
Premium Contractor,Boxes,1G LO VOLT BRACKET,ea,3.1417,133265,3448116188,CARLON SC100A,2026-08-25
Premium Contractor,Fittings,"OC NPL3/4X2G 3/4X2"" GRAY PV",ea,35.3693,362646,70450839945,OCAL NPL3/4X2-G,2026-08-25
Premium Contractor,Fittings,TC 2932 STRAIN RELIEF CONNE,ea,15.4179,88273,78621002932,T&B 2932,2026-08-25
Premium Contractor,Terminals & Lugs,BB ADR1121 EXTR ALUM LUG,ea,5.3683,109515,78378661005,BLKBRN ADR11-21,2026-08-25
Premium Contractor,Fittings,TC WMGLT2 1/2IN WIRE MESH G,ea,85.0937,248439,78621077624,T&B WMG-LT2,2026-08-25
Premium Contractor,Fittings,"PK MS210B ""MALE INSERT  SCR",ea,38.4863,133590,78621011797,T&B MS210B,2026-08-25
Premium Contractor,Fittings,OC 1HMS3/4G 3/4 OCAL 1HOLEM,ea,24.1612,109737,70450843431,OCAL 1HMS3/4-G,2026-08-25
Premium Contractor,Fittings,OC CB3/4G 3/4 OCAL CLAMP BA,ea,36.5755,109742,70450835954,OCAL CB3/4-G,2026-08-25
Premium Contractor,Fittings,OC GUAB26G 3/4 OCAL GUAB26,ea,297.1583,369318,70450838420,OCAL GUAB26-G,2026-08-25
Premium Contractor,Fittings,OC GUAC26G 3/4 OCAL GUAC26,ea,297.1583,251907,70450838449,OCAL GUAC26-G,2026-08-25
Premium Contractor,Fittings,OC CLNPL3/4G 3/4XCLOSE URET,ea,35.3693,160544,70450836189,OCAL CLNPL3/4-G,2026-08-25
Premium Contractor,Fittings,SK RAA217 EXP INS VINYL BUT,ea,0.4264,254241,78621081796,T&B RAA217,2026-08-25
Premium Contractor,Fittings,TC WMGLT1 WIRE MESH GRIP AS,ea,86.4284,254286,78621077623,T&B WMG-LT1,2026-08-25
Premium Contractor,Fittings,TC 2268 STRAIN RELIEF CONNE,ea,23.6466,89116,78621002268,T&B 2268,2026-08-25
Premium Contractor,Fittings,5X4 PVC SWEDGE REDUCER,ea,32.9848,64235,3448106293,CARLON E952PN,2026-08-25
Premium Contractor,Fittings,TC 2269 STRAIN RELIEF CONNE,ea,23.6466,89470,78621002269,T&B 2269,2026-08-25
Premium Contractor,Boxes,6X6X4 PVC JCT BOX,ea,28.7649,89564,3448106686,CARLON E987R,2026-08-25
Premium Contractor,Fittings,CK 54725 COMPRESSION TAP GR,ea,9.7466,259112,78621054725,T&B 54725,2026-08-25
Premium Contractor,Boxes,3/4 1HSNAPSTRPHGR,ea,1.0397,89654,3448113063,CARLON E978EC-C,2026-08-25
Premium Contractor,Wire Management,"CM L7500C CABLE TIE 50LB 7""",ea,0.0714,64596,72849491700,CAT L-7-50-0-C,2026-08-25
Premium Contractor,Wire Management,CM L11500C CABLE TIE 50LB 1,ea,0.1590,64597,72849491100,CAT L-11-50-0-C,2026-08-25
Premium Contractor,Wire Management,CM L14500C CABLE TIE 50LB 1,ea,0.1931,64598,72849491240,CAT L-14-50-0-C,2026-08-25
Premium Contractor,Wire Management,CM MPNY10009C CABLE TIE 1IN,ea,0.4495,64600,72849411040,CAT MPNY-1000-9,2026-08-25
Premium Contractor,Fittings,OC 1HMS1G 1 OCAL 1HOLEMSTRA,ea,24.8973,259514,70450843408,OCAL 1HMS1-G,2026-08-25
Premium Contractor,Fittings,CU CTAP GRY MAIN 6-8 BRNCH,ea,6.5736,64610,78621054715,T&B 54715,2026-08-25
Premium Contractor,Fittings,CU CTAP BRN MAIN 8-4 BRNCH,ea,7.7421,64611,78621054720,T&B 54720,2026-08-25
Premium Contractor,Fittings,4-2 PINK COP C-TAP,ea,11.4058,64612,78621054730,T&B 54730,2026-08-25
Premium Contractor,Fittings,TC 1277AL ALUMINUM PIPE STR,ea,3.9689,192128,78621080187,T&B 1277AL,2026-08-25
Premium Contractor,Fittings,OC HUB4G 4 OCAL HUB GRAY,ea,708.4223,259740,70450838885,OCAL HUB4-G,2026-08-25
Premium Contractor,Grounding & Bonding,BG 3908 GROUND CLAMP,ea,364.9305,111255,78621003908,T&B 3908,2026-08-25
Premium Contractor,Fittings,KD H119C SQUARE WASHER,ea,3.5114,89875,78599178674,STL-CTY H119C,2026-08-25
Premium Contractor,Boxes,1IN 1HSNAPSTPHGR,ea,1.5100,89877,3448113064,CARLON E978FC-C,2026-08-25
Premium Contractor,Fittings,KD G968 STEEL END CAP,ea,2.5766,261673,78599178145,STL-CTY G-968,2026-08-25
Premium Contractor,Conduit & Raceway,OC SS3/4G 3/4 OCAL STRUT ST,ea,18.1968,136795,70450840516,OCAL SS3/4-G,2026-08-25
Premium Contractor,Conduit & Raceway,OC SS1G 1 OCAL STRUT STRAP,ea,19.9512,136797,70450840482,OCAL SS1-G,2026-08-25
Premium Contractor,Fittings,OC GUAT24G 3/4 OCAL GUAT24,ea,288.2061,264903,70450838586,OCAL GUAT24-G,2026-08-25
Premium Contractor,Fittings,OC FDC2G 3/4 OCAL FDC2 GRAY,ea,173.9984,264908,70450837734,OCAL FDC2-G,2026-08-25
Premium Contractor,Fittings,OC FD2G 3/4 OCAL FD2 GRAY,ea,137.9244,264909,70450837678,OCAL FD2-G,2026-08-25
Premium Contractor,Fittings,OC RE21G 3/4 TO 1/2 OCAL RE,ea,25.3929,264915,70450840289,OCAL RE21-G,2026-08-25
Premium Contractor,Fittings,"TC 2536 3/4"" CORD CONNECTOR",ea,19.7044,90447,78621002536,T&B 2536,2026-08-25
Premium Contractor,Conductor,SUPBLU OLD WRK CLG BX,ea,5.8864,137711,3448119341,CARLON BH614R,2026-08-25
Premium Contractor,Fittings,SK RA2573 FULLY INS NYL FEM,ea,0.5799,137966,78621085669,T&B RA2573,2026-08-25
Premium Contractor,Fittings,KD G967 STEEL END CAP,ea,3.6400,90927,78599178142,STL-CTY G967,2026-08-25
Premium Contractor,Boxes,FLOOR BOX W/CVR,ea,119.4139,268987,3448121169,CARLON E971FBDI,2026-08-25
Premium Contractor,Fittings,OC FS22G 3/4 OCAL FS22 GRAY,ea,213.7385,269811,70450837913,OCAL FS22-G,2026-08-25
Premium Contractor,Boxes,1G SW BOX W/CLAMPS,ea,3.1378,66633,3448112403,CARLON B120R,2026-08-25
Premium Contractor,Conductor,"LE IH31LM 1/2"" D-T DEV BX W",ea,6.1103,91399,4226939215,R-DOT IH3-1-LM,2026-08-25
Premium Contractor,Wire Management,"SO HSKIT HEAT SHRINK KIT, T",ea,62.0066,273230,78621093898,T&B HS-KIT,2026-08-25
Premium Contractor,Fittings,"TC 300TB 3/8"" NON-INSUL STR",ea,3.1957,67331,78621000300,T&B 300-TB,2026-08-25
Premium Contractor,Fittings,OC HUB1/2G 1/2 OCAL HUB GRA,ea,77.3916,274102,70450838811,OCAL HUB1/2-G,2026-08-25
Premium Contractor,Grounding & Bonding,BG 3907 GROUND CLAMP,ea,305.8266,164227,78621003907,T&B 3907,2026-08-25
Premium Contractor,Fittings,KD B9101/2 CHANNEL NUTS,ea,5.5985,91879,78599175585,STL-CTY B910-1/,2026-08-25
Premium Contractor,Boxes,1G OLD WORK ZIPBOX,ea,2.1853,67742,3448100610,CARLON B114R-UP,2026-08-25
Premium Contractor,Boxes,1-1/4 2HSNAPSTHGR,ea,1.9574,27765,3448113065,CARLON E978GC-C,2026-08-25
Premium Contractor,Fittings,"TC 5347 2"" INSUL 45 DEGREE",ea,127.0150,164490,78621005347,T&B 5347,2026-08-25
Premium Contractor,Boxes,1-1/2 L/T FLEX PVC REEL,ea,4.7928,182403,3448123342,CARLON 15010-15,2026-08-25
Premium Contractor,Boxes,1-1/4 L/T FLEX PVC MASTER R,ea,2.7787,182405,3448123336,CARLON 15009-20,2026-08-25
Premium Contractor,Fittings,"TC 141SL 1/2"" LOCKNUT SEALI",ea,4.0166,140142,78621081623,T&B 141SL,2026-08-25
Premium Contractor,Fittings,TC LTC050 L.T.NON-MET CONDU,ea,1.5665,92665,78621078954,T&B LTC050,2026-08-25
Premium Contractor,Fittings,"TC 847 2"" NON-INSUL CHASE N",ea,11.9221,281837,78621000847,T&B 847,2026-08-25
Premium Contractor,Fittings,"OC COND4G 4"" GRAY PVC CTD C",ea,78.6530,114478,70450826110,OCAL COND4-G,2026-08-25
Premium Contractor,Fittings,OC LL27G 3/4 OCAL LL27 GRAY,ea,115.2370,183089,70450839274,OCAL LL27-G,2026-08-25
Premium Contractor,Fittings,OC GUAL26G 3/4 OCAL GUAL26,ea,297.1583,140561,70450838518,OCAL GUAL26-G,2026-08-25
Premium Contractor,Boxes,2G SW BOX W/CLAMPS,ea,4.3821,93266,3448100615,CARLON B225R-UP,2026-08-25
Premium Contractor,Boxes,4IN MOLDED CPLG,ea,28.4224,141636,3448132159,CARLON E2440NF,2026-08-25
Premium Contractor,Fittings,"TC 842TB 1/2"" NON-INSUL CHA",ea,1.5598,93606,78621000842,T&B 842-TB,2026-08-25
Premium Contractor,Fittings,TC 05371814122 GROUNDING CO,ea,5.3595,289914,78621087022,T&B 053-71814-1,2026-08-25
Premium Contractor,Fittings,TC 05371814121 GROUNDING CO,ea,4.2168,289915,78621087016,T&B 053-71814-1,2026-08-25
Premium Contractor,Fittings,"TC 2547 1"" CORD CONNECTOR .",ea,19.7044,93725,78621002547,T&B 2547,2026-08-25
Premium Contractor,Boxes,5IN PC 5ANG CPLG BXB,ea,56.8142,290833,3448132160,CARLON E2440PF,2026-08-25
Premium Contractor,Boxes,5IN P C 5D ANG CPLG,ea,26.9467,290834,3448104559,CARLON E244PF,2026-08-25
Premium Contractor,Fasteners,1/2 PVC FLAT WASHER,ea,0.3860,290842,3448106281,CARLON E943DW,2026-08-25
Premium Contractor,Boxes,1-1/2 2HSNPSTPHGR,ea,2.2881,290846,3448113066,CARLON E978HC-C,2026-08-25
Premium Contractor,Boxes,2IN 2HSNAPSTPHGR,ea,2.2416,290847,3448113067,CARLON E978JC-C,2026-08-25
Premium Contractor,Conduit & Raceway,OC SS2G 2 OCAL STRUT STRAP,ea,29.8749,141810,70450840503,OCAL SS2-G,2026-08-25
Premium Contractor,Fittings,1IN 45D STD ELBOW BELLED,ea,0.7411,291010,3448103902,CARLON UA7AFB,2026-08-25
Premium Contractor,Fittings,1-1/4 SCHED-80 30D ELL,ea,52.5441,291076,3448106364,CARLON UB6AG,2026-08-25
Premium Contractor,Fittings,"TC 844 1"" NON-INSUL CHASE N",ea,5.4636,93966,78621000844,T&B 844,2026-08-25
Premium Contractor,Conductor,4IN SQ BX W/NAILS,ea,6.2033,93981,3448101263,CARLON B432A-UP,2026-08-25
Premium Contractor,Fittings,OC ST3/4G 3/4 OCAL SEALTIGH,ea,109.4231,184197,70450843904,OCAL ST3/4-G,2026-08-25
Premium Contractor,Fittings,"OC ELL21/2G 2-1/2""X90 GRAY",ea,185.3195,142152,70450837023,OCAL ELL21/2-G,2026-08-25
Premium Contractor,Fittings,"OC CPL21/2G 2-1/2"" GRAY PVC",ea,74.5509,142160,70450836245,OCAL CPL21/2-G,2026-08-25
Premium Contractor,Boxes,3/0 CEILBX W/NAILS,ea,4.3090,94164,3448100619,CARLON B518A-UP,2026-08-25
Premium Contractor,Fittings,"TC 4961 1/2"" 90 DEG RANGER",ea,23.3740,94325,78621004961,T&B 4961,2026-08-25
Premium Contractor,Fittings,3/4 90D STD ELBOW,ea,1.5799,166770,3448122701,CARLON UA9AEB,2026-08-25
Premium Contractor,Fittings,"TC 5339 3"" INSUL. LIQ.TIGHT",ea,469.1669,71189,78621005339,T&B 5339,2026-08-25
Premium Contractor,Boxes,2G RECT FLOOR BOX CVR,ea,229.4005,116135,3448114861,CARLON E9762S,2026-08-25
Premium Contractor,Fittings,"NPL3/4X4G 3/4X4"" GRAY PVC C",ea,45.6365,167000,70450839964,OCAL NPL3/4X4-G,2026-08-25
Premium Contractor,Fittings,"OC NPL3/4X6G 3/4X6"" GRAY PV",ea,47.4657,167003,70450839977,OCAL NPL3/4X6-G,2026-08-25
Premium Contractor,Boxes,1/2 CARFLEX L/T MASTER REEL,ea,1.2248,297105,3448123304,CARLON 15005-00,2026-08-25
Premium Contractor,Boxes,3/4 CARFLEX L/T MASTER REEL,ea,1.7962,297107,3448123314,CARLON 15007-00,2026-08-25
Premium Contractor,Boxes,1IN CARFLEX L/T MASTER REEL,ea,2.6950,297110,3448123330,CARLON 15008-50,2026-08-25
Premium Contractor,Boxes,TWO GANG T BOX GRAY,ea,37.9312,297127,3448114400,CARLON E382DE,2026-08-25
Premium Contractor,Terminals & Lugs,SK RB877 INS VINYL RING TER,ea,0.3301,117323,78621081894,T&B RB877,2026-08-25
Premium Contractor,Boxes,LC SCV2 STAMPED COVER FOR 3,ea,2.3761,297904,4226940075,R-DOT SCV2,2026-08-25
Premium Contractor,Fittings,"TC 2548 1"" CORD CONNECTOR .",ea,58.0489,117409,78621002548,T&B 2548,2026-08-25
Premium Contractor,Fittings,TC 1/2IN RANGER CORD CONN .,ea,13.3537,1856489,78621035789,T&B 2920-TB,2026-08-25
Premium Contractor,Fittings,"TC 5302 RING, SEALING 1/2 R",ea,3.7713,95519,78621005302,T&B 5302,2026-08-25
Premium Contractor,Fittings,"TC 5303 RING, SEALING 3/4 R",ea,4.5489,95778,78621005303,T&B 5303,2026-08-25
Premium Contractor,Boxes,SWIMMING POOL JUNCTION BOX,ea,60.9643,299939,78505500527,PERF-L SPJ-3,2026-08-25
Premium Contractor,Fittings,"TC 5348 2 1/2"" INSUL 45 DEG",ea,563.6473,300180,78621005348,T&B 5348,2026-08-25
Premium Contractor,Grounding & Bonding,BG 3905TB GROUND CLAMP,ea,124.7710,96073,78621003905,T&B 3905-TB,2026-08-25
Premium Contractor,Boxes,4IN P C 5D ANG CPLG,ea,17.7140,186307,3448132158,CARLON E244NF,2026-08-25
Premium Contractor,Fittings,TC WMGLT4 WIRE MESH GRIP AS,ea,120.7096,118761,78621077626,T&B WMG-LT4,2026-08-25
Premium Contractor,Fittings,"OC COND21/2G 2-1/2"" GRAY PV",ea,43.2271,118864,70450826107,OCAL COND21/2-G,2026-08-25
Premium Contractor,Fittings,TC 3302TB TWO-SCREW CONNECT,ea,2.9854,96557,78621003302,T&B 3302-TB,2026-08-25
Premium Contractor,Fittings,TC 2202 STRAIN RELIEF CONNE,ea,25.5200,119277,78621002202,T&B 2202,2026-08-25
Premium Contractor,Fittings,"TC 5270 RING SEALING-4"" RUB",ea,54.4755,119399,78621005270,T&B 5270,2026-08-25
Premium Contractor,Fittings,KD B922 STEEL ANGLE CONNECT,ea,63.5493,96970,78599175777,STL-CTY B922,2026-08-25
Premium Contractor,Grounding & Bonding,BG 3906TB GROUND CLAMP,ea,280.7788,75021,78621003906,T&B 3906-TB,2026-08-25
Premium Contractor,Fittings,"TC 2558 1 1/4"" CORD CONN .8",ea,55.2747,97085,78621002558,T&B 2558,2026-08-25
Premium Contractor,Fittings,KD B9103/8 CHANNEL NUTS,ea,5.6961,75360,78599175583,STL-CTY B910-3/,2026-08-25
Premium Contractor,Boxes,3G SW BOX W/CLAMPS,ea,14.1301,97381,3448114556,CARLON B355R,2026-08-25
Premium Contractor,Fittings,TC 291TB DUPLEX CONNECTOR M,ea,14.0006,97547,78621000291,T&B 291-TB,2026-08-25
Premium Contractor,Fittings,"TC 2559 1 1/4"" CORD CONN 1.",ea,55.2747,97555,78621002559,T&B 2559,2026-08-25
Premium Contractor,Boxes,1-IN BLUE ENT COND 12008-75,ea,2.0428,46668,3448123201,CARLON 12008-MR,2026-08-25
Premium Contractor,Fittings,KD B923 STEEL ANGLE CONNECT,ea,78.6460,97692,78599175780,STL-CTY B923,2026-08-25
Premium Contractor,Fittings,KD H120 SADDLE TYPE WASHER,ea,2.2548,98039,78599178710,STL-CTY H120,2026-08-25
Premium Contractor,Fittings,KD B924 STEEL BASE CONNECTO,ea,192.9701,98049,78599175782,STL-CTY B924,2026-08-25
Premium Contractor,Boxes,SGL GNG ADJ FLR BOX,ea,97.1371,47727,3448114914,CARLON B121BFBR,2026-08-25
Premium Contractor,Fittings,1IN 90D FLEX CONN,ea,33.0657,98615,3448119417,CARLON LT20F-NE,2026-08-25
Premium Contractor,Fittings,1IN STR FLEX CONN,ea,15.9674,77274,3448119418,CARLON LT43F-NE,2026-08-25
Premium Contractor,Fittings,"OC CPL3G 3"" GRAY PVC CTD CO",ea,90.4944,305551,70450836262,OCAL CPL3-G,2026-08-25
Premium Contractor,Fittings,OC FD22G 3/4 OCAL FD22 GRAY,ea,273.2529,305553,70450837682,OCAL FD22G,2026-08-25
Premium Contractor,Fittings,OC ST190G 1 OCAL 90DG SEALT,ea,203.2290,305575,70450840687,OCAL ST190G,2026-08-25
Premium Contractor,Fittings,OC ST3/445G 3/4 OCAL 45DG S,ea,135.2265,305578,70450840760,OCAL ST3445G,2026-08-25
Premium Contractor,Fittings,1/2 PVC LOCKNUT,ea,0.2352,48263,3448121263,CARLON LT9LD,2026-08-25
Premium Contractor,Fittings,TC 2564 MI STR. RELIEF CONN,ea,67.7589,98849,78621002564,T&B 2564,2026-08-25
Premium Contractor,Fittings,"TC 142SL 3/4"" LOCKNUT SEALI",ea,4.6605,98859,78621081624,T&B 142SL,2026-08-25
Premium Contractor,Boxes,3/0 - 4/0 8B PLASTIC OLD WO,ea,4.8175,1486279,3448119406,CARLON B618RR,2026-08-25
Premium Contractor,Fittings,"OC COND3G 3"" GRAY PVC CTD C",ea,54.5679,121821,70450826108,OCAL COND3-G,2026-08-25
Premium Contractor,Boxes,2G DUALVOLT BOX/BRKT,ea,5.7885,78215,3448116192,CARLON SC200DV,2026-08-25
Premium Contractor,Fittings,TC 5221 EMT CONNECTOR,ea,7.7399,99778,78621005221,T&B 5221,2026-08-25
Premium Contractor,Fittings,TC 223TB 3/4 PLASTIC INSUL.,ea,0.9755,99923,78621000223,T&B 223-TB,2026-08-25
Premium Contractor,Boxes,1-.5 IN SCH 40 EXP CPLG W/M,ea,19.9234,5566,3448118735,CARLON E945HX,2026-08-25
Premium Contractor,Conduit & Raceway,1-PIECE CBL/PIPE CLP 3IN ST,ea,12.7656,24103,61601310712,S-STRUT CPC300,2026-08-25
Premium Contractor,Boxes,1 GANG 14 CU IN OLD WORK BO,ea,2.7523,40250,3448115669,CARLON B114RB,2026-08-25
Premium Contractor,Conductor,1-G NW OUTL-BX 18CU BLU PVC,ea,3.6400,40260,78635880074,CARLON SNO-18,2026-08-25
Premium Contractor,Boxes,DRY-TITE DPLX CVR DEVICE MN,ea,6.4359,41063,4226935000,R-DOT CCD,2026-08-25
Premium Contractor,Wire Management,CABLE TIE 50LB 11IN BLK NYL,ea,0.8089,41153,72849491060,CAT L-11-50MH-0,2026-08-25
Premium Contractor,Wire Management,CABLE TIE 50LB 14 NAT NYLON,ea,0.1664,41154,72849491260,T&B L-14-50-9-C,2026-08-25
Premium Contractor,Fittings,YELLOW NYLON 3/4IN TAPE 11,ea,44.1142,41393,78621090085,T&B EZ-YN34,2026-08-25
Premium Contractor,Fittings,1/2IN 90D LT CORD CONN .450,ea,24.1549,41571,78621002270,T&B 2270,2026-08-25
Premium Contractor,Wire Management,CABLE TIE 30LB 5 NAT NYLON,ea,0.0682,42077,72849491560,T&B L-5-30-9-C,2026-08-25
Premium Contractor,Wire Management,CABLE TIE 50LB 11 NAT NYLON,ea,0.1373,42078,72849491120,T&B L-11-50-9-C,2026-08-25
Premium Contractor,Fittings,UNIVERSAL CHANNEL CONE NUT,ea,5.4363,42806,78599106618,STL-CTY UCN38,2026-08-25
Premium Contractor,Fittings,WHITE NYLON 1/2IN W TAPE 11,ea,39.7112,45366,78621090082,T&B EZ-WN12,2026-08-25
Premium Contractor,Fittings,CONDBOX T TYPE 1/2IN OPNG 2,ea,277.1314,121003,70450838579,OCAL GUAT14-G,2026-08-25
Premium Contractor,Boxes,1/2 PVC FEMALE ADPT,ea,0.2544,62729,3448106241,CARLON E942D,2026-08-25
Premium Contractor,Fittings,3/4 LB PVC COND BODY,ea,5.1300,150287,3448106542,CARLON E986E,2026-08-25
Premium Contractor,Boxes,3/4 T PVC COND BDY,ea,5.8642,145813,3448106602,CARLON E983E,2026-08-25
Premium Contractor,Boxes,1 IN ENT MALE ADAPTER THREA,ea,6.3574,177315,70891742235,CARLON A243F2,2026-08-25
Premium Contractor,Boxes,1/2 IN ENT MALE ADAPTER THR,ea,2.9646,182650,70891742233,CARLON A243D2,2026-08-25
Premium Contractor,Fittings,1.25 INCH INSUL CHASE NIPPL,ea,16.5793,183055,78621035750,T&B 1945-TB,2026-08-25
Premium Contractor,Boxes,3/4 IN ENT MALE ADAPTER THR,ea,2.4960,188906,70891742234,CARLON A243E2,2026-08-25
Premium Contractor,Boxes,1 INCH MALE ADAPTER SNAP-IN,ea,5.5418,191279,70891742238,CARLON A253F2,2026-08-25
Premium Contractor,Boxes,3/4 INCH MALE ADAPTER SNAP-,ea,3.7946,191586,70891742237,CARLON A253E2,2026-08-25
Premium Contractor,Fittings,COND SEALING FTG FEM HUB 4I,ea,1986.6804,231210,70450837333,OCAL EYS10-G,2026-08-25
Premium Contractor,Misc,ALUM STR 18IN COVER,ea,187.6630,506454,S3844900091,TJC FS28-18SL-0,2026-08-25
Premium Contractor,Misc,STR LGTH LDR AL 4IN LD 18IN,ea,341.9321,57130,S3844900072,TJC 1B48-18SL-1,2026-08-25
Premium Contractor,Misc,HOLD DOWN KIT,ea,13.8091,421049,,TJC 9131A-HDW,2026-08-25
Premium Contractor,Conduit & Raceway,CABLE TRAY 6IN LOAD DEPTH 3,ea,377.3609,169143,SON00271182,TJC 1B68-30SL-1,2026-08-25
Premium Contractor,Fasteners,6IN D SPLICE PLATE,ea,17.4097,169144,SON00271183,TJC 68-02RC,2026-08-25
Premium Contractor,Conduit & Raceway,CABLE TRAY ISO PAD,ea,3.7077,169145,SON00271184,TJC 9131-IP,2026-08-25
Premium Contractor,Conduit & Raceway,CABLE TRAY 6IN LOAD DEPTH 3,ea,314.4821,169142,SON00271181,TJC 1B68-30SL-1,2026-08-25
Premium Contractor,Fittings,UNIVERSAL BUSHING .875,ea,0.1291,22279,75133830650,TPZ UB875,2026-08-25
Premium Contractor,Misc,LED 7IN SURFACE MOUNT DOWNL,ea,33.3030,1747439,75133803904,TPZL SMD7/RND/1,2026-08-25
